English Sentence,English NER Tagged,Chinese Sentence,Chinese NER Tagged,Merged English NER Tagged,Merged Chinese NER Tagged
"And I thought to myself, in the middle of the night, in the middle of the Atlantic, what in the world could be wrong in Washington?","[{'entity': 'I-LOC', 'score': 0.9999876, 'index': 19, 'word': '▁Atlantic', 'start': 74, 'end': 82}, {'entity': 'I-LOC', 'score': 0.9999945, 'index': 29, 'word': '▁Washington', 'start': 120, 'end': 130}]",然后我自己在那思考，三更半夜在大西洋的中心 那么?盛?能有什么出?呢？,"[{'entity': 'I-LOC', 'score': 0.9999466, 'index': 11, 'word': '西洋', 'start': 16, 'end': 18}, {'entity': 'I-LOC', 'score': 0.99999535, 'index': 16, 'word': '?盛?', 'start': 24, 'end': 27}]","[{'word': 'Atlantic', 'tag': 'I-LOC', 'score': 0.9999876}, {'word': 'Washington', 'tag': 'I-LOC', 'score': 0.9999945}]","[{'word': '西洋', 'tag': 'I-LOC', 'score': 0.9999466}, {'word': '?盛?', 'tag': 'I-LOC', 'score': 0.99999535}]"
Then I remembered it could be a bunch of things.,[],接下?我?起?原??是有很多事情的。,[],[],[]
"But what it turned out to be, was that my staff was extremely upset because one of the wire services in Nigeria had already written a story about my speech, and it had already been printed in cities all across the United States of America.","[{'entity': 'I-LOC', 'score': 0.99999785, 'index': 25, 'word': '▁Nigeria', 'start': 104, 'end': 111}, {'entity': 'I-LOC', 'score': 0.99999547, 'index': 47, 'word': '▁United', 'start': 214, 'end': 220}, {'entity': 'I-LOC', 'score': 0.9999943, 'index': 48, 'word': '▁States', 'start': 221, 'end': 227}, {'entity': 'I-LOC', 'score': 0.99980253, 'index': 49, 'word': '▁of', 'start': 228, 'end': 230}, {'entity': 'I-LOC', 'score': 0.9999951, 'index': 50, 'word': '▁America', 'start': 231, 'end': 238}]",但是?果?明原?是我的?工的极度?躁 因?尼?利?有一家通?社已?把我的演??成一?故事 并且已?印出?在全美?行了,"[{'entity': 'I-LOC', 'score': 0.9999708, 'index': 14, 'word': '尼', 'start': 21, 'end': 22}, {'entity': 'I-LOC', 'score': 0.99987864, 'index': 15, 'word': '?', 'start': 22, 'end': 23}, {'entity': 'I-LOC', 'score': 0.99995923, 'index': 16, 'word': '利?', 'start': 23, 'end': 25}, {'entity': 'I-LOC', 'score': 0.99998367, 'index': 36, 'word': '美', 'start': 54, 'end': 55}]","[{'word': 'Nigeria', 'tag': 'I-LOC', 'score': 0.99999785}, {'word': 'United States of America', 'tag': 'I-LOC', 'score': 0.99980253}]","[{'word': '尼?利?', 'tag': 'I-LOC', 'score': 0.99987864}, {'word': '美', 'tag': 'I-LOC', 'score': 0.99998367}]"
"It was printed in Monterey, I checked.  And the story began, ""Former Vice President Al Gore announced in Nigeria yesterday,"" quote: 'My wife Tipper and I have opened a low-cost family restaurant'"" --  ""'named Shoney's, and we are running it ourselves.'"" Before I could get back to U.S. soil, David Letterman and Jay Leno had already started in on -- one of them had me in a big white chef's hat,","[{'entity': 'I-LOC', 'score': 0.9999908, 'index': 6, 'word': '▁Monte', 'start': 18, 'end': 23}, {'entity': 'I-LOC', 'score': 0.9999826, 'index': 7, 'word': 'rey', 'start': 23, 'end': 26}, {'entity': 'I-PER', 'score': 0.99999285, 'index': 23, 'word': '▁Al', 'start': 84, 'end': 86}, {'entity': 'I-PER', 'score': 0.9999925, 'index': 24, 'word': '▁Gore', 'start': 87, 'end': 91}, {'entity': 'I-LOC', 'score': 0.99999714, 'index': 27, 'word': '▁Nigeria', 'start': 105, 'end': 112}, {'entity': 'I-PER', 'score': 0.9999851, 'index': 36, 'word': '▁Tipp', 'start': 141, 'end': 145}, {'entity': 'I-PER', 'score': 0.9997596, 'index': 37, 'word': 'er', 'start': 145, 'end': 147}, {'entity': 'I-ORG', 'score': 0.9441165, 'index': 56, 'word': '▁Sho', 'start': 209, 'end': 212}, {'entity': 'I-ORG', 'score': 0.9328675, 'index': 57, 'word': 'ney', 'start': 212, 'end': 215}, {'entity': 'I-ORG', 'score': 0.9731732, 'index': 58, 'word': ""'"", 'start': 215, 'end': 216}, {'entity': 'I-ORG', 'score': 0.8907109, 'index': 59, 'word': 's', 'start': 216, 'end': 217}, {'entity': 'I-LOC', 'score': 0.999984, 'index': 76, 'word': '▁U', 'start': 281, 'end': 282}, {'entity': 'I-LOC', 'score': 0.9996804, 'index': 77, 'word': '.', 'start': 282, 'end': 283}, {'entity': 'I-LOC', 'score': 0.9999757, 'index': 78, 'word': 'S', 'start': 283, 'end': 284}, {'entity': 'I-PER', 'score': 0.9999813, 'index': 83, 'word': '▁David', 'start': 292, 'end': 297}, {'entity': 'I-PER', 'score': 0.9999739, 'index': 84, 'word': '▁Letter', 'start': 298, 'end': 304}, {'entity': 'I-PER', 'score': 0.9997775, 'index': 85, 'word': 'man', 'start': 304, 'end': 307}, {'entity': 'I-PER', 'score': 0.99998605, 'index': 87, 'word': '▁Jay', 'start': 312, 'end': 315}, {'entity': 'I-PER', 'score': 0.99997485, 'index': 88, 'word': '▁Le', 'start': 316, 'end': 318}, {'entity': 'I-PER', 'score': 0.999775, 'index': 89, 'word': 'no', 'start': 318, 'end': 320}]","-- 我查?了是在蒙特利?印刷的，而?的故事?是????的， ”前副??艾?·戈?前天在尼?利??明， ‘我与我妻子Tipper?了一家低成本家庭??餐?，名?Shoney's, 而且是有我?自己??的。“ 在我回到美?本土前， 戴??特曼和杰伊??已??始在搞?些生意了 -- 他?中的一?人??我戴了?很大的大?帽呢，","[{'entity': 'I-LOC', 'score': 0.9999944, 'index': 6, 'word': '蒙', 'start': 9, 'end': 10}, {'entity': 'I-LOC', 'score': 0.9999907, 'index': 7, 'word': '特', 'start': 10, 'end': 11}, {'entity': 'I-LOC', 'score': 0.9999925, 'index': 8, 'word': '利', 'start': 11, 'end': 12}, {'entity': 'I-LOC', 'score': 0.99887854, 'index': 9, 'word': '?', 'start': 12, 'end': 13}, {'entity': 'I-PER', 'score': 0.99999666, 'index': 26, 'word': '艾', 'start': 36, 'end': 37}, {'entity': 'I-PER', 'score': 0.9999925, 'index': 27, 'word': '?', 'start': 37, 'end': 38}, {'entity': 'I-PER', 'score': 0.9999701, 'index': 28, 'word': '·', 'start': 38, 'end': 39}, {'entity': 'I-PER', 'score': 0.9999956, 'index': 29, 'word': '戈', 'start': 39, 'end': 40}, {'entity': 'I-PER', 'score': 0.999974, 'index': 30, 'word': '?', 'start': 40, 'end': 41}, {'entity': 'I-LOC', 'score': 0.99999046, 'index': 34, 'word': '尼', 'start': 44, 'end': 45}, {'entity': 'I-LOC', 'score': 0.999908, 'index': 35, 'word': '?', 'start': 45, 'end': 46}, {'entity': 'I-LOC', 'score': 0.99997985, 'index': 36, 'word': '利?', 'start': 46, 'end': 48}, {'entity': 'I-PER', 'score': 0.99998045, 'index': 44, 'word': 'Ti', 'start': 58, 'end': 60}, {'entity': 'I-PER', 'score': 0.9999136, 'index': 45, 'word': 'pper', 'start': 60, 'end': 64}, {'entity': 'I-PER', 'score': 0.51031375, 'index': 55, 'word': 'Sho', 'start': 80, 'end': 83}, {'entity': 'I-ORG', 'score': 0.87340593, 'index': 56, 'word': 'ney', 'start': 83, 'end': 86}, {'entity': 'I-ORG', 'score': 0.90969867, 'index': 57, 'word': ""'"", 'start': 86, 'end': 87}, {'entity': 'I-ORG', 'score': 0.8063534, 'index': 58, 'word': 's', 'start': 87, 'end': 88}, {'entity': 'I-LOC', 'score': 0.9999901, 'index': 71, 'word': '美?', 'start': 108, 'end': 110}, {'entity': 'I-PER', 'score': 0.83701056, 'index': 75, 'word': '▁', 'start': 115, 'end': 116}, {'entity': 'I-PER', 'score': 0.99986756, 'index': 76, 'word': '戴', 'start': 115, 'end': 116}, {'entity': 'I-PER', 'score': 0.9999739, 'index': 77, 'word': '?', 'start': 116, 'end': 117}, {'entity': 'I-PER', 'score': 0.99997675, 'index': 78, 'word': '?', 'start': 117, 'end': 118}, {'entity': 'I-PER', 'score': 0.99995255, 'index': 79, 'word': '特', 'start': 118, 'end': 119}, {'entity': 'I-PER', 'score': 0.999954, 'index': 80, 'word': '曼', 'start': 119, 'end': 120}, {'entity': 'I-PER', 'score': 0.99997723, 'index': 82, 'word': '杰', 'start': 121, 'end': 122}, {'entity': 'I-PER', 'score': 0.9999522, 'index': 83, 'word': '伊', 'start': 122, 'end': 123}, {'entity': 'I-PER', 'score': 0.99993706, 'index': 84, 'word': '?', 'start': 123, 'end': 124}, {'entity': 'I-PER', 'score': 0.99989367, 'index': 85, 'word': '?', 'start': 124, 'end': 125}, {'entity': 'I-PER', 'score': 0.85008204, 'index': 93, 'word': '▁', 'start': 140, 'end': 141}]","[{'word': 'Monterey', 'tag': 'I-LOC', 'score': 0.9999826}, {'word': 'Al Gore', 'tag': 'I-PER', 'score': 0.9999925}, {'word': 'Nigeria', 'tag': 'I-LOC', 'score': 0.99999714}, {'word': 'Tipper', 'tag': 'I-PER', 'score': 0.9997596}, {'word': ""Shoney's"", 'tag': 'I-ORG', 'score': 0.8907109}, {'word': 'U.S', 'tag': 'I-LOC', 'score': 0.9996804}, {'word': 'David Letterman', 'tag': 'I-PER', 'score': 0.9997775}, {'word': 'Jay Leno', 'tag': 'I-PER', 'score': 0.999775}]","[{'word': '蒙特利?', 'tag': 'I-LOC', 'score': 0.99887854}, {'word': '艾?·戈?', 'tag': 'I-PER', 'score': 0.9999701}, {'word': '尼?利?', 'tag': 'I-LOC', 'score': 0.999908}, {'word': 'Tipper', 'tag': 'I-PER', 'score': 0.9999136}, {'word': 'Sho', 'tag': 'I-PER', 'score': 0.51031375}, {'word': ""ney's"", 'tag': 'I-ORG', 'score': 0.8063534}, {'word': '美?', 'tag': 'I-LOC', 'score': 0.9999901}, {'word': '戴??特曼', 'tag': 'I-PER', 'score': 0.99986756}, {'word': '杰伊??', 'tag': 'I-PER', 'score': 0.99989367}]"
"Tipper was saying, ""One more burger with fries!""","[{'entity': 'I-PER', 'score': 0.99506843, 'index': 1, 'word': '▁Tipp', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.84461516, 'index': 2, 'word': 'er', 'start': 4, 'end': 6}]","Tipper??,""再?一??堡包加薯?！“","[{'entity': 'I-PER', 'score': 0.9999827, 'index': 1, 'word': '▁Tipp', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.9999862, 'index': 2, 'word': 'er', 'start': 4, 'end': 6}]","[{'word': 'Tipper', 'tag': 'I-PER', 'score': 0.84461516}]","[{'word': 'Tipper', 'tag': 'I-PER', 'score': 0.9999827}]"
"I got a nice, long, handwritten letter from my friend and partner and colleague Bill Clinton, saying, ""Congratulations on the new restaurant, Al!""","[{'entity': 'I-PER', 'score': 0.9999888, 'index': 21, 'word': '▁Bill', 'start': 80, 'end': 84}, {'entity': 'I-PER', 'score': 0.9999871, 'index': 22, 'word': '▁Clinton', 'start': 85, 'end': 92}, {'entity': 'I-PER', 'score': 0.9997334, 'index': 36, 'word': '▁Al', 'start': 142, 'end': 144}]",三天后，我?我的朋友兼伙伴兼同事比?克林?哪里收到一封 手?，精美兼很?的一封信，?容是，”艾?，祝新餐???！”,"[{'entity': 'I-PER', 'score': 0.999992, 'index': 13, 'word': '比', 'start': 16, 'end': 17}, {'entity': 'I-PER', 'score': 0.9999814, 'index': 14, 'word': '?', 'start': 17, 'end': 18}, {'entity': 'I-PER', 'score': 0.9999876, 'index': 15, 'word': '克', 'start': 18, 'end': 19}, {'entity': 'I-PER', 'score': 0.99998593, 'index': 16, 'word': '林', 'start': 19, 'end': 20}, {'entity': 'I-PER', 'score': 0.9999527, 'index': 17, 'word': '?', 'start': 20, 'end': 21}, {'entity': 'I-PER', 'score': 0.9999069, 'index': 38, 'word': '艾', 'start': 46, 'end': 47}, {'entity': 'I-PER', 'score': 0.9997985, 'index': 39, 'word': '?', 'start': 47, 'end': 48}]","[{'word': 'Bill Clinton', 'tag': 'I-PER', 'score': 0.9999871}, {'word': 'Al', 'tag': 'I-PER', 'score': 0.9997334}]","[{'word': '比?克林?', 'tag': 'I-PER', 'score': 0.9999527}, {'word': '艾?', 'tag': 'I-PER', 'score': 0.9997985}]"
We like to celebrate each other's successes in life.,[],我?喜?在?方成功的?候互相祝福,[],[],[]
I was going to talk about information ecology.,[],我要?一?信息生??。,[],[],[]
"But I was thinking that, since I plan to make a lifelong habit of coming back to TED, that maybe I could talk about that another time.  Chris Anderson: It's a deal!","[{'entity': 'I-ORG', 'score': 0.9977818, 'index': 20, 'word': '▁', 'start': 81, 'end': 82}, {'entity': 'I-ORG', 'score': 0.99864584, 'index': 21, 'word': 'TED', 'start': 81, 'end': 84}, {'entity': 'I-PER', 'score': 0.999995, 'index': 33, 'word': '▁Chris', 'start': 136, 'end': 141}, {'entity': 'I-PER', 'score': 0.9999943, 'index': 34, 'word': '▁Anderson', 'start': 142, 'end': 150}]",但是我又在想也?我可能?划把TED演??作我?生的??， 那?的?也?我可以在其他的?候?-指信息生??（鼓掌） 克里斯 安德森： 一言?定！,"[{'entity': 'I-MISC', 'score': 0.97892934, 'index': 10, 'word': 'TED', 'start': 14, 'end': 17}, {'entity': 'I-PER', 'score': 0.5587004, 'index': 37, 'word': '▁', 'start': 57, 'end': 58}, {'entity': 'I-PER', 'score': 0.9999933, 'index': 38, 'word': '克里斯', 'start': 57, 'end': 60}, {'entity': 'I-PER', 'score': 0.9999945, 'index': 39, 'word': '▁', 'start': 61, 'end': 62}, {'entity': 'I-PER', 'score': 0.9999827, 'index': 40, 'word': '安', 'start': 61, 'end': 62}, {'entity': 'I-PER', 'score': 0.9999944, 'index': 41, 'word': '德', 'start': 62, 'end': 63}, {'entity': 'I-PER', 'score': 0.9999931, 'index': 42, 'word': '森', 'start': 63, 'end': 64}, {'entity': 'I-MISC', 'score': 0.83495814, 'index': 44, 'word': '▁', 'start': 66, 'end': 67}]","[{'word': 'TED', 'tag': 'I-ORG', 'score': 0.9977818}, {'word': 'Chris Anderson', 'tag': 'I-PER', 'score': 0.9999943}]","[{'word': 'TED', 'tag': 'I-MISC', 'score': 0.97892934}, {'word': '克里斯', 'tag': 'I-PER', 'score': 0.9999933}, {'word': '安德森', 'tag': 'I-PER', 'score': 0.9999827}]"
"Al Gore: I want to focus on what many of you have said What can you do about the climate crisis? I want to start with a couple of -- I'm going to show some new images, and I'm going to recapitulate just four or five.","[{'entity': 'I-PER', 'score': 0.9999908, 'index': 1, 'word': '▁Al', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.99999046, 'index': 2, 'word': '▁Gore', 'start': 3, 'end': 7}]",我?在主要想?一?你?最?心的?? ?于气候危机你可以做什么呢？我想????始?-- 我要?你?展示一些新的照片，?然?有四五?也需要要重新展示,[],"[{'word': 'Al Gore', 'tag': 'I-PER', 'score': 0.99999046}]",[]
"Now, the slide show. I update the slide show every time I give it.",[],?在看幻?片，我每次都?更新?些幻?片的。,[],[],[]
"I add new images, because I learn more about it every time I give it.",[],我每次更新的?候都?加新的?片?去，其中也?到了?多新的。,[],[],[]
"It's like beach-combing, you know?",[],就像那些在潮汐?隔的海?中找?物一般，,[],[],[]
"Every time the tide comes in and out, you find some more shells.",[],你?找到更多的??。,[],[],[]
"Just in the last two days, we got the new temperature records in January.",[],??在昨天，我?就得到了新的一月份的?度??。,[],[],[]
This is just for the United States of America. Historical average for Januarys is 31 degrees; last month was 39.5 degrees.,"[{'entity': 'I-LOC', 'score': 0.9999981, 'index': 6, 'word': '▁United', 'start': 21, 'end': 27}, {'entity': 'I-LOC', 'score': 0.9999968, 'index': 7, 'word': '▁States', 'start': 28, 'end': 34}, {'entity': 'I-LOC', 'score': 0.9999957, 'index': 8, 'word': '▁of', 'start': 35, 'end': 37}, {'entity': 'I-LOC', 'score': 0.999998, 'index': 9, 'word': '▁America', 'start': 38, 'end': 45}]",???是美?的，一月份的?史平局??是31度。 上?一月份是39.5度。,"[{'entity': 'I-MISC', 'score': 0.99800533, 'index': 4, 'word': '美?的', 'start': 4, 'end': 7}]","[{'word': 'United States of America', 'tag': 'I-LOC', 'score': 0.9999957}]","[{'word': '美?的', 'tag': 'I-MISC', 'score': 0.99800533}]"
"Now, I know that you wanted some more bad news about the environment -- I'm kidding. But these are the recapitulation slides, and then I'm going to go into new material about what you can do.",[],?在，我知道你想要更多的?于?境的坏新? --只是?玩笑-- 但?些只是重述幻?片， 然后我?????于你能做什么的新?容。,[],[],[]
But I wanted to elaborate on a couple of these.,[],但我想先?明下?些?西。,[],[],[]
"First of all, this is where we're projected to go with the U.S. contribution to global warming, under business as usual. Efficiency in end-use electricity and end-use of all energy is the low-hanging fruit. Efficiency and conservation -- it's not a cost; it's a profit.","[{'entity': 'I-LOC', 'score': 0.99999607, 'index': 17, 'word': '▁U', 'start': 59, 'end': 60}, {'entity': 'I-LOC', 'score': 0.99998474, 'index': 18, 'word': '.', 'start': 60, 'end': 61}, {'entity': 'I-LOC', 'score': 0.9999945, 'index': 19, 'word': 'S', 'start': 61, 'end': 62}]",首先，?是我?估?到的?于美??全球?室效?的??， 在普通情?下?于?力和能源的最?使用的效率 就像踮?就能??的果?，非常低的。 效率和?自然?境的保?：,"[{'entity': 'I-LOC', 'score': 0.9999968, 'index': 9, 'word': '美?', 'start': 13, 'end': 15}]","[{'word': 'U.S', 'tag': 'I-LOC', 'score': 0.99998474}]","[{'word': '美?', 'tag': 'I-LOC', 'score': 0.9999968}]"
The sign is wrong.,[],不是成本，而是利?。 信?是??的。,[],[],[]
It's not negative; it's positive. These are investments that pay for themselves.,[],不是?面效?，而是正面的。?些都是?自己支付的投?。,[],[],[]
But they are also very effective in deflecting our path.,[],但是它?在?移我?思想的?候也是非常有效的。,[],[],[]
"Cars and trucks -- I talked about that in the slideshow, but I want you to put it in perspective.",[],汽?和火?--我在上次幻?片的?候?到?， 但是我希望你?能?先思考一下。,[],[],[]
"It's an easy, visible target of concern -- and it should be -- but there is more global warming pollution that comes from buildings than from cars and trucks.",[],???是我?所??的目?里比?容易和?而易?的一?了， 但是相?于汽?和??，?于全球?室效?的污染?更多 ?自于建筑物。,[],[],[]
"Cars and trucks are very significant, and we have the lowest standards in the world.",[],汽?和??是非常明?的，因?我?的?准是全世界最低的。,[],[],[]
And so we should address that. But it's part of the puzzle.,[],??的?我???解?????，但是?又是???筋的??。,[],[],[]
Other transportation efficiency is as important as cars and trucks.,[],其他交通工具的效率?然也?和汽???一?！,[],[],[]
"Renewables at the current levels of technological efficiency can make this much difference. And with what Vinod, and John Doerr and others, many of you here -- there are a lot of people directly involved in this -- this wedge is going to grow much more rapidly than the current projection shows it.","[{'entity': 'I-PER', 'score': 0.99997735, 'index': 21, 'word': '▁Vino', 'start': 106, 'end': 110}, {'entity': 'I-PER', 'score': 0.9999865, 'index': 22, 'word': 'd', 'start': 110, 'end': 111}, {'entity': 'I-PER', 'score': 0.9999927, 'index': 25, 'word': '▁John', 'start': 117, 'end': 121}, {'entity': 'I-PER', 'score': 0.99999464, 'index': 26, 'word': '▁Do', 'start': 122, 'end': 124}, {'entity': 'I-PER', 'score': 0.999972, 'index': 27, 'word': 'er', 'start': 124, 'end': 126}, {'entity': 'I-PER', 'score': 0.9266827, 'index': 28, 'word': 'r', 'start': 126, 'end': 127}]",可再生能源目前水平的技?效率 可以大大的改???， 而且?有??德和?翰·多?等等 你?中的?多人直接?与其中 --??楔形的成?要比我?目前所??的要迅速的多。,"[{'entity': 'I-PER', 'score': 0.99996746, 'index': 19, 'word': '?', 'start': 30, 'end': 31}, {'entity': 'I-PER', 'score': 0.9999554, 'index': 20, 'word': '?', 'start': 31, 'end': 32}, {'entity': 'I-PER', 'score': 0.9999299, 'index': 21, 'word': '德', 'start': 32, 'end': 33}, {'entity': 'I-PER', 'score': 0.99996674, 'index': 23, 'word': '?翰', 'start': 34, 'end': 36}, {'entity': 'I-PER', 'score': 0.9998536, 'index': 24, 'word': '·', 'start': 36, 'end': 37}, {'entity': 'I-PER', 'score': 0.99997723, 'index': 25, 'word': '多', 'start': 37, 'end': 38}, {'entity': 'I-PER', 'score': 0.9998789, 'index': 26, 'word': '?', 'start': 38, 'end': 39}]","[{'word': 'Vinod', 'tag': 'I-PER', 'score': 0.99997735}, {'word': 'John Doerr', 'tag': 'I-PER', 'score': 0.9266827}]","[{'word': '??德', 'tag': 'I-PER', 'score': 0.9999299}, {'word': '?翰·多?', 'tag': 'I-PER', 'score': 0.9998536}]"
Carbon Capture and Sequestration -- that's what CCS stands for -- is likely to become the killer app that will enable us to continue to use fossil fuels in a way that is safe.,"[{'entity': 'I-MISC', 'score': 0.9984018, 'index': 1, 'word': '▁Carbon', 'start': 0, 'end': 6}, {'entity': 'I-MISC', 'score': 0.9982827, 'index': 2, 'word': '▁Cap', 'start': 7, 'end': 10}, {'entity': 'I-MISC', 'score': 0.9961618, 'index': 3, 'word': 'ture', 'start': 10, 'end': 14}, {'entity': 'I-MISC', 'score': 0.99440855, 'index': 4, 'word': '▁and', 'start': 15, 'end': 18}, {'entity': 'I-MISC', 'score': 0.9961683, 'index': 5, 'word': '▁Se', 'start': 19, 'end': 21}, {'entity': 'I-MISC', 'score': 0.98694044, 'index': 6, 'word': 'quest', 'start': 21, 'end': 26}, {'entity': 'I-MISC', 'score': 0.9852058, 'index': 7, 'word': 'ration', 'start': 26, 'end': 32}, {'entity': 'I-MISC', 'score': 0.9989623, 'index': 13, 'word': '▁C', 'start': 48, 'end': 49}, {'entity': 'I-MISC', 'score': 0.99857676, 'index': 14, 'word': 'CS', 'start': 49, 'end': 51}]",碳捕捉及封存技?--就是CCS代表的意思 --很有可能?成?手?的?用 它?使我?能???安全的使用?物燃料。,[],"[{'word': 'Carbon Capture and Sequestration', 'tag': 'I-MISC', 'score': 0.9852058}, {'word': 'CCS', 'tag': 'I-MISC', 'score': 0.99857676}]",[]
Not quite there yet.,[],不?技?上?不是非常的成熟。,[],[],[]
"OK. Now, what can you do? Reduce emissions in your home.",[],"OK,?在，你在家里可以做什么??少排放呢？",[],[],[]
Most of these expenditures are also profitable.,[],大多??些支出也是有利可?的。,[],[],[]
"Insulation, better design. Buy green electricity where you can.",[],?可能的????，更优??和?色?力的?品。,[],[],[]
I mentioned automobiles -- buy a hybrid. Use light rail.,[],如同我提到的汽?--??混合?力或者坐??。,[],[],[]
Figure out some of the other options that are much better. It's important.,[],想出一些其他更好的替代方案，?是非常重要的。,[],[],[]
"Be a green consumer. You have choices with everything you buy, between things that have a harsh effect, or a much less harsh effect on the global climate crisis.",[],成?一??保消?者，?于你?的所有?西都要??， 比?哪??品?于全球气候危机的影?大,[],[],[]
Consider this: Make a decision to live a carbon-neutral life.,[],?是小 考???，下?心去?有一?碳中性的生活。,[],[],[]
"Those of you who are good at branding, I'd love to get your advice and help on how to say this in a way that connects with the most people.",[],?于你?中那些熟悉品牌?作的人， 我希望可以?你?那里得到建?和?助 ?于如何?人知道?是?乎大多?人的利益。,[],[],[]
It is easier than you think. It really is.,[],?比你想象的要容易些，真的。,[],[],[]
"A lot of us in here have made that decision, and it is really pretty easy.",[],你?中的?多人已?做出了合适的?定，?真的是相?容易。,[],[],[]
"It means reduce your carbon dioxide emissions with the full range of choices that you make, and then purchase or acquire offsets for the remainder that you have not completely reduced. And what it means is elaborated at climatecrisis.net.",[],在做各种??前?量?那些可以?少二氧化碳排放量的， 而且?要?那些?做到的?定作出合适的?? 具体什么意思可以看 climatecrisis.net 网站上的?明。,"[{'entity': 'I-ORG', 'score': 0.76319706, 'index': 34, 'word': 'cris', 'start': 64, 'end': 68}, {'entity': 'I-ORG', 'score': 0.6916083, 'index': 35, 'word': 'is', 'start': 68, 'end': 70}, {'entity': 'I-ORG', 'score': 0.88846326, 'index': 37, 'word': 'net', 'start': 71, 'end': 74}]",[],"[{'word': 'crisis', 'tag': 'I-ORG', 'score': 0.6916083}, {'word': 'net', 'tag': 'I-ORG', 'score': 0.88846326}]"
"There is a carbon calculator. Participant Productions convened -- with my active involvement -- the leading software writers in the world, on this arcane science of carbon calculation, to construct a consumer-friendly carbon calculator.","[{'entity': 'I-ORG', 'score': 0.9999914, 'index': 7, 'word': '▁Participa', 'start': 30, 'end': 39}, {'entity': 'I-ORG', 'score': 0.9999926, 'index': 8, 'word': 'nt', 'start': 39, 'end': 41}, {'entity': 'I-ORG', 'score': 0.99999034, 'index': 9, 'word': '▁Production', 'start': 42, 'end': 52}, {'entity': 'I-ORG', 'score': 0.99999213, 'index': 10, 'word': 's', 'start': 52, 'end': 53}]",哪里有?碳排量?算器。可以?算你的碳排放量。 由于我?极的?与其中，全球最棒的?件??? 根据碳排放的?算公式??出?? 非常友好的碳排放?算器.,[],"[{'word': 'Participant Productions', 'tag': 'I-ORG', 'score': 0.99999034}]",[]
"You can very precisely calculate what your CO2 emissions are, and then you will be given options to reduce.",[],你可以非常精确的?算出你的碳排放量. 然后???出如何?少碳排放的建?.,[],[],[]
"And by the time the movie comes out in May, this will be updated to 2.0, and we will have click-through purchases of offsets.",[],"等五月份?影出?的?候,??版本也?升?到2.0. 更新中包括能???碳排放抵消的功能",[],[],[]
"Next, consider making your business carbon-neutral. Again, some of us have done that, and it's not as hard as you think. Integrate climate solutions into all of your innovations, whether you are from the technology, or entertainment, or design and architecture community.",[],接下?，?于如何使你的商?碳中和化，?然，我?中的?多人已?做到了。 其??不是你想的那么?，只要把气候危机解?方案融入到所有的革新?中。 不管你是?于科技?域或??事?， 或??行?和社?建筑。,[],[],[]
Invest sustainably. Majora mentioned this.,"[{'entity': 'I-PER', 'score': 0.99991333, 'index': 5, 'word': '▁Major', 'start': 20, 'end': 25}, {'entity': 'I-PER', 'score': 0.9999026, 'index': 6, 'word': 'a', 'start': 25, 'end': 26}]",持?的投?，姆吉拉提及???。,"[{'entity': 'I-PER', 'score': 0.99996233, 'index': 5, 'word': '姆', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.99998415, 'index': 6, 'word': '吉', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.99997234, 'index': 7, 'word': '拉', 'start': 8, 'end': 9}]","[{'word': 'Majora', 'tag': 'I-PER', 'score': 0.9999026}]","[{'word': '姆吉拉', 'tag': 'I-PER', 'score': 0.99996233}]"
"Listen, if you have invested money with managers who you compensate on the basis of their annual performance, don't ever again complain about quarterly report CEO management.",[],听?，如果你必?要和一?他的?酬是基于 年度?效的?理人的?。 ?再抱怨季度?告里?于首席?行官的管理,[],[],[]
